Region,Year,territory_code,population,log_population,area_km2,density,log_density,gdp,log_gdp,gdp_per_capita,log_gdp_per_capita,tourism_arrivals,log_tourism_arrivals,tourism_nightspent,log_tourism_nightspent,HPI_average,log_HPI_average,Observation_Disp_Income,log_Observation_Disp_Income,Observation_Average_Monthly_Exp,log_Observation_Average_Monthly_Exp,Observation_CPI_housing,log_Observation_CPI_housing,Observation_Income_Percentage,foreign_pc_avg,crime_avg,coastal_dummy,z_tourism,z_crime,AmenityIndex,Post
Emilia-Romagna,2020,ITH5,4464119,15.3115824403941,22444.542,198.89552658281,5.29277969482174,152164.3,11.9327161371065,34086.0761104263,10.4366442546767,3825884,15.1573001096518,13881320,16.4460546093857,1335.42419053549,7.19700426608334,94661.6,11.4580637059162,339,5.82600010738045,100.3,4.60816569496789,10.6,1.8256629289164,4673.83333333333,1,0.152920523484978,1.61016877741166,-0.457248253926683,1
Emilia-Romagna,2021,ITH5,4438937,15.3059254913298,22501.8136,197.270188034977,5.2845743019412,167555.7,12.0290711122824,37746.80740006,10.5386561789169,4754097,15.3745173305645,16787982,16.6361738312406,1326.38836563187,7.19021501295525,98271,11.4954842473503,341,5.83188247728352,107.4,4.67656018207476,10.8,1.8256629289164,4673.83333333333,1,0.152920523484978,1.61016877741166,-0.457248253926683,1
Emilia-Romagna,2022,ITH5,4425366,15.3028635448681,22501.8136,196.667081092521,5.28151235547954,173785.7,12.0655782099474,39270.3563953806,10.5782252230435,5620684,15.5419639226491,18926494,16.7560732973688,1332.05579098694,7.19447873534851,104781.8,11.5596353716656,345,5.84354441703136,146.4,4.98634260152721,10.4,1.8256629289164,4673.83333333333,1,0.152920523484978,1.61016877741166,-0.457248253926683,1
Emilia-Romagna,2023,ITH5,4437578,15.3056192900761,22501.8136,197.209792903093,5.28426810068752,173877.4,12.0661057321499,39182.9506996835,10.5759970000381,5780043,15.5699216800673,18862149,16.7526677735352,1340.70206535142,7.20094868510862,109982.3,11.6080747227364,385,5.95324333428778,150.6,5.01462731536579,10.9,1.8256629289164,4673.83333333333,1,0.152920523484978,1.61016877741166,-0.457248253926683,1
Emilia-Romagna,2024,ITH5,4451938,15.3088500649554,22501.8136,197.847963685914,5.28749887556676,NA,NA,NA,NA,5810066,15.5751024884882,19019173,16.7609581335894,1366.1454263937,7.21974849595291,NA,NA,360,5.88610403145016,143.2,4.96424225452655,10,1.8256629289164,4673.83333333333,1,0.152920523484978,1.61016877741166,-0.457248253926683,1
Friuli-Venezia Giulia,2011,ITH4,1225361,14.0187460524248,7862.1541,155.855632491355,5.04893014602456,39378.5,10.5809752610664,32136.2439313802,10.3777397666059,1052218,13.8664108751464,4480578,15.3152626139262,979.944316965878,6.88749575062776,23576,10.0679845244175,322,5.77455154554441,NA,NA,12.4,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2012,ITH4,1223642,14.0173422156126,7862.154,155.636992101656,5.0475263219315,37523.8,10.5327306773095,30665.6685533841,10.3308990196611,1049381,13.8637110244867,4326588,15.2802897985886,979.153905053599,6.88668883656262,22507.7,10.0216127518701,325,5.78382518232974,NA,NA,12.3,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2013,ITH4,1224987,14.0184407896598,7862.1541,155.808062831025,5.04862488325951,37555.4,10.5335724551085,30657.7947357809,10.330642223413,1015934,13.8313189443806,3710308,15.1266254500057,970.887957317073,6.87821107267066,22707.4,10.0304461415353,319,5.76519110278484,NA,NA,12.5,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2014,ITH4,1224984,14.0184383406512,7862.1541,155.807681256209,5.04862243425093,37428.6,10.5301903970464,30554.3582610059,10.3272626143595,1033232,13.8482023114625,3599306,15.0962516070645,1010.53966032102,6.91823978428824,22690.7,10.029710427893,321,5.77144112313002,NA,NA,12.5,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2015,ITH4,1221664,14.015724421822,7862.1541,155.385405127076,5.04590851542178,38206.4,10.5507583198285,31274.0655368416,10.3505444559708,1108881,13.9188619566977,3669067,15.1154479642773,990.043352601156,6.89774873267608,23103.8,10.0477523851454,309,5.73334127689775,NA,NA,11.7,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2016,ITH4,1216208,14.011248379512,7862.1544,154.691441826683,5.04143243495427,38053.1,10.5467378317189,31288.3158144002,10.3510000101712,1164773,13.9680367762108,3803486,15.1514285725924,979.505057803468,6.88704740102973,23452.6,10.0627366419288,309,5.73334127689775,97.6,4.58087749341905,11.5,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,0
Friuli-Venezia Giulia,2017,ITH4,1212809,14.008449714687,7862.1544,154.259117577238,5.03863377012931,38682.8,10.5631503357787,31895.2118594107,10.370211179056,1212053,14.0078261740282,3925873,15.1830993048491,968.385115606937,6.87562985485794,23807.1,10.0777391344989,290,5.66988092298052,99.9,4.60416968565451,10.6,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2018,ITH4,1211155,14.0070850077387,7924.2172,152.84222648516,5.02940618989709,39197.5,10.5763682482346,32363.7354426147,10.3847937984602,1287362,14.0681057213093,4042453,15.212362243897,968.036153460066,6.87526943519491,24185,10.0934878852571,290,5.66988092298052,103.3,4.63763737612559,10.2,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2019,ITH4,1210414,14.0064730078137,7932.4822,152.589563957673,5.02775172829207,39629.5,10.5873290694004,32740.4507879122,10.3963666195509,1318763,14.0922047339778,4151491,15.2389781047907,962.900432900433,6.86995001382598,24364.7,10.1008906424581,311,5.73979291217923,104.8,4.65205377188694,11.2,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2020,ITH4,1206216,14.0029987447096,7932.4822,152.060347516443,5.02427746518794,36404.7,10.5024531661686,30180.9128713265,10.3149649794233,838192,13.639002470166,2937670,14.8931273081004,957.290764790765,6.86410717476357,23577,10.0680269395343,301,5.70711026474888,101,4.61512051684126,11,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2021,ITH4,1201510,13.9990896570537,7933.2959,151.451554958387,5.02026580456077,39768.6,10.5908329351682,33098.8506129787,10.4072538360788,1087736,13.8996090298956,3775941,15.1441601811255,962.46037463977,6.86949289610903,24819,10.1193647678583,309,5.73334127689775,109.1,4.69226489283902,11,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2022,ITH4,1194647,13.9933613022198,7933.2959,150.586466842867,5.01453744972685,40441.2,10.6076043462847,33852.0081664291,10.4297536020292,1275118,14.0585492813119,4122286,15.2319184218199,977.391618741722,6.88488740974478,26034.6,10.1671817015458,331,5.80211837537706,146.2,4.98497554731568,11.5,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2023,ITH4,1194248,13.9930272565596,7933.2959,150.536172487906,5.01420340406665,40228.8,10.6023384360128,33685.4656654229,10.4248217374174,1311833,14.0869359537992,4053252,15.2150300798434,980.326725403818,6.88788590937063,26861.3,10.1984418680125,316,5.75574221358691,147.9,4.99653636971675,10.1,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Friuli-Venezia Giulia,2024,ITH4,1194616,13.9933353527952,7933.2959,150.582559261404,5.01451150030227,NA,NA,NA,NA,1312674,14.0875768360897,4099295,15.2263255656697,907.627078110569,6.81083358731142,NA,NA,287,5.65948221575962,140.1,4.94235645334296,8.8,1.96594955511675,2836.64444444444,0,0.267277184347029,-0.811734306758247,1.07901149110528,1
Lazio,2011,ITI4,5563046,15.5316563579429,17231.8324,322.835428691844,5.77714268468501,214601.4,12.2765376329226,38576.2404265577,10.560391832944,5544540,15.528324217706,19803029,16.8013454637625,1707.88648263942,7.4430119099849,105757.5,11.5689040163795,346,5.84643877505772,NA,NA,13,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2012,ITI4,5605706,15.5392955655214,17231.8324,325.311079511196,5.78478189226356,205355,12.2324954677613,36633.2090908799,10.5087104602041,5367501,15.4958729950415,18794279,16.7490630729783,1700.33855774672,7.43858266183198,101058.4,11.5234538465417,333,5.80814248998044,NA,NA,12.6,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2013,ITI4,5678764,15.552244161384,17231.8324,329.550791127704,5.79773048812611,200781.4,12.2099720330273,35356.5318086823,10.4732384296075,5122623,15.4491771705199,17849715,16.6974980996759,1658.25541680407,7.413521374979,101299,11.5258318185197,354,5.86929691313377,NA,NA,13.8,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2014,ITI4,5723955,15.5601705579924,17231.8324,332.173321277196,5.80565688473448,199392.9,12.2030325290555,34834.812642657,10.4583725290274,5194154,15.463044320361,17751507,16.6919809716902,1562.98861294559,7.35435504501144,102880.4,11.5413224274888,334,5.8111409929767,NA,NA,13.3,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2015,ITI4,5744899,15.5638228886057,17231.8324,333.388746283303,5.80930921534779,198911.9,12.2006172921122,34624.0899970565,10.4523049614708,5670523,15.550791911309,19267053,16.7739070966766,1506.42623873874,7.31749539536619,104459.5,11.5565547154577,326,5.78689738136671,NA,NA,13.5,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2016,ITI4,5761508,15.5667098039625,17231.7228,334.35472859394,5.81220249104673,204716.7,12.2293823511258,35531.7913296311,10.4781831051275,6009480,15.6088487803055,19969432,16.8097132623235,1466.74531575295,7.29080115417752,105404.8,11.5655634548494,336,5.8171111599632,97.8,4.58292457704077,13.5,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,0
Lazio,2017,ITI4,5774092,15.5688915725731,17231.7228,335.085009607977,5.81438425965725,206412.1,12.2376299349022,35747.9756124426,10.4842489202934,6345132,15.6631984626967,20659875,16.8437039712986,1430.50778410033,7.26578475399953,106963.3,11.5802410639551,308,5.73009978297357,98.9,4.59410923862867,11.7,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2018,ITI4,5774606,15.5689805869365,17231.7228,335.114838314367,5.81447327402066,206865.6,12.2398245860147,35823.3271672561,10.4863545570425,6748834,15.7248803071866,21481275,16.8826921833852,1405.6874641067,7.24828176039705,109180.2,11.6007550071714,316,5.75574221358691,101.3,4.61808641125464,11.7,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2019,ITI4,5773076,15.5687155986888,17231.7227,335.026050529469,5.81420829157623,208455.9,12.2474827870581,36108.2895842702,10.4942777463335,6876471,15.7436161422663,21721565,16.8938161038413,1381.74308756537,7.23110108803422,110016.8,11.6083883603857,316,5.75574221358691,102.8,4.63278535302106,11.7,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2020,ITI4,5755700,15.5657012261037,17231.7227,334.017677756618,5.81119391899112,190931.9,12.159672098949,33172.6636204111,10.4094814308096,3518882,15.073653883488,12673097,16.3549919581026,1363.39830688461,7.21773561709471,107028.6,11.5808513674481,278,5.62762111369064,98.7,4.59208494643944,10,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2021,ITI4,5730399,15.5612957197745,17239.3387,332.402483628911,5.80634653476117,202107.1,12.2165530338978,35269.2892763663,10.4707678720876,4745296,15.3726643695347,16446394,16.6156168014192,1332.58726899384,7.19487764657375,112631.1,11.6318731554861,311,5.73979291217923,105.1,4.65491227788291,11.4,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2022,ITI4,5714882,15.5585842075788,17239.3387,331.502391098099,5.80363502256551,213681.9,12.2722437395451,37390.4308085451,10.5291700899306,6237446,15.6460813616898,20745927,16.8478604962171,1323.89805223105,7.18833573370682,119294.6,11.6893513430213,322,5.77455154554441,136.7,4.9177887437299,11.6,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2023,ITI4,5720536,15.5595730652595,17239.3387,331.830361915217,5.80462388024622,215144.6,12.2790656391835,37609.168091941,10.5350031318882,6626427,15.7065763028685,21383594,16.8781345504628,1315.66717791411,7.18209917557899,125633.4,11.7411234212317,322,5.77455154554441,139.9,4.94092788167144,11.1,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Lazio,2024,ITI4,5714745,15.558560234793,17239.3387,331.494444157536,5.8036110497797,NA,NA,NA,NA,6572487,15.6984028576458,21234218,16.8711244950566,1303.60742644485,7.1728906438211,NA,NA,324,5.78074351579233,132.2,4.88431592741759,10.7,2.82158436617898,4727.71111111111,0,0.964760205791044,1.68119400348253,-0.716433797691485,1
Liguria,2011,ITC3,1592593,14.2808740634674,5416.1343,294.046068983186,5.68373645228468,53369.3,10.8849909532592,33510.9472413856,10.4196274477561,1533641,14.2431552048372,5317910,15.4865909269864,2372.05919000973,7.77151371343602,30238.5,10.3168712258886,339,5.82600010738045,NA,NA,13.7,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2012,ITC3,1590096,14.2793049497323,5416.1343,293.585039056362,5.68216733854951,51425.1,10.8478816590988,32340.8775319226,10.3840872673308,1496941,14.2189342504674,5011428,15.4272314623879,2346.65417083257,7.7607458355405,29273.8,10.2844481970195,341,5.83188247728352,NA,NA,13.8,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2013,ITC3,1587322,14.2775588774781,5416.1343,293.07286564146,5.68042126629539,49761.1,10.814988833278,31349.0898507045,10.3529405137642,1464373,14.1969377224729,4828582,15.3900634007446,2279.88001215067,7.73187809431397,29090.9,10.2781806894775,350,5.85793315448346,NA,NA,14.2,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2014,ITC3,1580322,14.2731391817076,5416.1343,291.780430924691,5.67600157052487,50059,10.8209575887575,31676.4558109044,10.3633289650141,1518816,14.2334416419169,4949526,15.4148023723841,2234.36180380863,7.71171091987719,29217.1,10.2825094332883,358,5.8805329864007,NA,NA,15.2,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2015,ITC3,1569427,14.2662211425545,5416.1343,289.768848604807,5.66908353137179,49986.7,10.819512249026,31850.2867607095,10.3688016644357,1556945,14.2582361258505,5031343,15.4311975044502,2226.29484304933,7.70809397726426,29188.2,10.281519796993,340,5.82894561761021,NA,NA,14.2,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2016,ITC3,1557742,14.258747894781,5416.1343,287.611405795458,5.66161028359827,50212.4,10.8240172871296,32234.0926803026,10.3807799503128,1578225,14.2718113557749,4929728,15.410794372083,2206.68450907977,7.69924644591595,29565,10.2943465082549,356,5.87493073085203,98.5,4.59005654817804,14.1,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,0
Liguria,2017,ITC3,1551379,14.2546547707864,5416.1343,286.436582637916,5.65751715960365,50872.1,10.8370699186632,32791.5357884824,10.3979257058411,1656452,14.320188523544,5057116,15.4363069183001,2178.80580357143,7.68653220916093,30563.6,10.3275650373896,333,5.80814248998044,101.3,4.61808641125464,12.9,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2018,ITC3,1541541,14.2482931234246,5416.1343,284.620157960263,5.65115551224188,50496.5,10.8296593059309,32757.1566374167,10.3968767404706,1704086,14.3485394545814,5138477,15.4522672900228,2145.37946428571,7.67107172214293,30337.2,10.3201299612344,335,5.81413053182507,103.2,4.63666885304746,12.7,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2019,ITC3,1532980,14.2427241114544,5416.152,283.038585327738,5.64558323226352,50552.1,10.8307597666124,32976.35976986,10.4035462131223,1741306,14.370145964363,5172696,15.4589045805857,2124.49911006679,7.66129134066412,30534.3,10.3266059208816,333,5.80814248998044,104.5,4.64918707140487,12.8,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2020,ITC3,1524826,14.2373908631533,5416.152,281.533088436218,5.64024998396237,44959.6,10.7135195877308,29485.0691160828,10.2916392825418,936807,13.7502325634837,3238543,14.990634095269,2115.42698161156,7.65701195366349,29319.2,10.2859978704987,319,5.76519110278484,98.6,4.59107126160859,11.7,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2021,ITC3,1518495,14.2332302707394,5417.6165,280.288388814528,5.6358190331762,48537.4,10.7900899137751,31964.1487130349,10.372370201,1288421,14.0689279955923,4073470,15.2200057740316,2099.63251670379,7.6495176163528,30752.4,10.3337233189695,343,5.83773044716594,105.8,4.6615505194242,12.9,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2022,ITC3,1509227,14.2271081571853,5417.6165,278.577673410438,5.62969691962202,50256.8,10.824901140149,33299.695804541,10.413303540928,1621137,14.2986383128776,4781872,15.3803426595991,2099.4929267486,7.64945113110147,33011.3,10.4046052060772,337,5.82008293035236,138.8,4.9330340480727,12.8,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2023,ITC3,1507636,14.226053419103,5417.6165,278.284001829956,5.62864218153978,51110.7,10.8417491476184,33901.2201884274,10.4312062864797,1675644,14.3317081269607,4844884,15.3934338608119,2098.97107897664,7.64920254124864,34813.9,10.4577720113009,375,5.92692602597041,150.8,5.01595445557386,13,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Liguria,2024,ITC3,1509140,14.2270505101198,5417.6165,278.561614687935,5.62963927255655,NA,NA,NA,NA,1677295,14.3326929346971,4816944,15.3876502600517,2122.06316425121,7.66014408510755,NA,NA,343,5.83773044716594,141,4.94875989037817,11,2.61587675513597,4587.06666666667,0,0.797074688290662,1.49578725743076,-0.698712569140094,1
Lombardia,2011,ITC4,9746113,16.0923790968187,23863.0977,408.417763801051,6.01229058142943,402677,12.9058900307312,41316.6767099868,10.6290214918768,12290536,16.3243400932845,45512293,17.6334930232544,1354.83640790016,7.21143599384808,209280,12.251428347251,391,5.96870755998537,NA,NA,13.5,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2012,ITC4,9811011,16.0990158843354,23863.0975,411.137363873236,6.01892737732729,390277.3,12.8746127910879,39779.5191545499,10.5911074647168,12247807,16.3208574585208,44268722,17.6057889359835,1330.24260396266,7.19311661357578,202791.3,12.2199326503707,368,5.90808293816893,NA,NA,12.8,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2013,ITC4,9877541,16.105774152107,23863.0976,413.925348903572,6.02568564090827,382129.3,12.8535143119921,38686.6832544659,10.5632507178494,12042609,16.3039616687223,43536902,17.5891194582764,1302.99380948357,7.17241982614162,203693.7,12.2243726739016,388,5.96100533962327,NA,NA,13.7,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2014,ITC4,9929769,16.1110477729109,23863.0975,416.114001964749,6.03095926590278,384761.1,12.8603779011875,38748.2427838956,10.5648406862409,12219608,16.3185524326335,43156494,17.5803434624319,1305.46117524204,7.17431164831897,205361.5,12.2325271197645,387,5.95842469302978,NA,NA,13.5,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2015,ITC4,9954769,16.1135622907913,23863.0976,417.161642920993,6.03347377959264,389042.7,12.871444385214,39081.0374404469,10.5733926523869,12740004,16.36025752208,44980280,17.621734729465,1303.93010348241,7.17313813942606,208520.4,12.2477921571614,383,5.94803498918065,NA,NA,13.2,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2016,ITC4,9958447,16.1139316937086,23863.0975,417.315773863808,6.03384318670053,395615.9,12.8881990700363,39726.6662161279,10.5897779342919,13130126,16.3904198425772,46166403,17.6477628837159,1307.95359590212,7.17621905424877,211028.1,12.2597465789466,371,5.91620206260743,98.5,4.59005654817804,13,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,0
Lombardia,2017,ITC4,9970419,16.1151331671332,23863.0975,417.817469002086,6.03504466012507,403930.1,12.9089971221717,40512.8510647346,10.6093745130027,13426025,16.4127055455378,46606052,17.657240961908,1308.31480215103,7.17649517748709,217660.4,12.2906913289769,338,5.82304589548302,99.9,4.60416968565451,11.5,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2018,ITC4,9986962,16.1167910002716,23863.0975,418.510715132434,6.03670249326349,410264.4,12.9245571088848,41080.0001041358,10.6232766665774,13607229,16.4261117536044,46729360,17.6598832188841,1316.03234923573,7.18237669306926,218417.8,12.2941650213633,353,5.8664680569333,102.5,4.62986279857846,11.7,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2019,ITC4,10010833,16.1191783646123,23863.0974,419.511048050284,6.03908986179476,410719.4,12.9256655352547,41027.4949147588,10.6219977286066,13802465,16.4403577573646,46766901,17.6606862670834,1323.84424787926,7.18829509202368,220999.2,12.3059143605838,365,5.89989735358249,103.5,4.63957161270542,12.2,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2020,ITC4,10027602,16.1208520486015,23863.0973,420.21376663456,6.04076354997457,380035.5,12.8480199483917,37898.9413421075,10.5426784577545,8816229,15.9921047855366,32586972,17.299423134561,1323.99321506286,7.18840761190895,217077.3,12.288008790289,352,5.8636311755981,100.5,4.61015772749913,11.2,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2021,ITC4,9981554,16.1162493475887,23863.0918,418.284188975043,6.03616107944318,419993.6,12.9479947520482,42076.9751884326,10.6472559624238,11499634,16.2578257667401,42203335,17.5580098043197,1324.55019991115,7.18882820902157,228536.1,12.3394494637087,380,5.94017125272043,107.4,4.67656018207476,12.1,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2022,ITC4,9943004,16.1123797462552,23863.0918,416.668723539001,6.03229147810965,437951.5,12.9898634526339,44046.1956969946,10.692994264343,13590141,16.4248551613494,46834300,17.6621263984263,1346.25555062167,7.20508235148655,243314.2,12.402108891228,400,5.99146454710798,144.6,4.97397130972466,11.9,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2023,ITC4,9976509,16.1157437874943,23863.0918,418.072774626798,6.03565551934875,441407.3,12.9977233109553,44244.6651428872,10.6974900814253,13784722,16.4390714353887,45749934,17.6387009070618,1371.53098622834,7.22368290307056,256325.8,12.4542045705712,398,5.98645200528444,151.2,5.01860346374543,11.5,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Lombardia,2024,ITC4,10012054,16.119300325047,23863.0919,419.562311621488,6.03921205271091,NA,NA,NA,NA,13730107,16.4351015708675,45304398,17.6289146718334,1403.85695221704,7.24697869350974,NA,NA,380,5.94017125272043,144.1,4.97050750300548,10.4,1.74123550358365,4420.43333333333,1,0.0840982935423697,1.2761202507521,-0.192021957209728,1
Marche,2011,ITI3,1549616,14.2535177162668,9401.1839,164.832005892364,5.10492680913087,43944.2,10.6906759262591,28358.1222702915,10.2526687679566,1539475,14.2469520071762,5636289,15.5447364281878,1289.92532322982,7.16233960671096,26512.7,10.185379142456,313,5.74620319054015,NA,NA,11.8,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2012,ITI3,1550010,14.2537719404875,9401.1839,164.873915507599,5.10518103335155,42311.6,10.6528165591182,27297.6303378688,10.214555176595,1491991,14.2156220275561,5415679,15.5048088229847,1270.0045303209,7.14677574662809,25803.8,10.1582770468858,308,5.73009978297357,NA,NA,11.6,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2013,ITI3,1551668,14.2548410393159,9401.1839,165.050276274247,5.10625013217994,41301.6,10.6286565191188,26617.5496304622,10.1893260377672,1472683,14.202596465224,4656618,15.3537999915441,1258.16643323996,7.13741072838231,26005.7,10.1660710237453,308,5.73009978297357,NA,NA,11.9,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2014,ITI3,1549478,14.2534286579807,9401.1838,164.817328643229,5.1048377614817,42002.6,10.6454868001114,27107.5807465482,10.2075687000949,1534604,14.2437829252647,4727400,15.3688859264618,1248.77504711132,7.12991838750841,26031.3,10.1670549391157,293,5.68017260901707,NA,NA,11.2,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2015,ITI3,1545869,14.2510967697398,9401.1838,164.433440818379,5.10250587324081,41709.8,10.6384913921663,26981.458325382,10.2029051803908,1683488,14.3363783895507,5026689,15.4302720748369,1195.97870597871,7.08672012998645,26269.7,10.1761714627438,295,5.68697535633982,NA,NA,11.4,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2016,ITI3,1538442,14.2462807739761,9401.1839,163.643432185174,5.09768986684011,41939,10.6439714605856,27260.6962108419,10.2132012445738,1508069,14.2263405824714,4530859,15.3264221042068,1008.73463114754,6.91645198392662,26802.8,10.1962616386535,303,5.71373280550937,99,4.59511985013459,11.5,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,0
Marche,2017,ITI3,1532460,14.2423848453099,9401.1839,163.007129346762,5.09379393817396,42662.6,10.6610779371911,27839.2910744816,10.2342036498455,1587791,14.2778543000369,4686494,15.3601953128947,986.666724198614,6.8943323169594,27188.7,10.210556724788,269,5.59471137960184,101.1,4.61611012602643,10,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,1
Marche,2018,ITI3,1526331,14.2383773742519,9401.1839,162.355190179824,5.08978646711592,42873,10.6659975361499,28088.9269758657,10.2431307198623,1618306,14.2968904810925,5218756,15.4677696172812,1012.09019788929,6.91977297422482,27683.2,10.2285810099861,277,5.62401750618734,103.9,4.64342889810518,10,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,1
Marche,2019,ITI3,1520321,14.2344320547367,9401.1839,161.715908993122,5.08584114760077,43152.3,10.6724909975244,28383.6768682403,10.253569500752,1662787,14.324005668192,5476367,15.5159524828672,1018.36205760413,6.92595078967967,27702.9,10.2292923798363,286,5.65599181081985,105.9,4.66249525260736,10.3,0.649727103803666,2802.84444444444,0,-0.805660475931892,-0.856291687188765,0.0506312112568733,1
